,Title,Published_date,Views,Likes,Comments,Month
1922,Average Value of Continuous-Time Signals,2017-07-12,84437,788,35,Jul
1923,Half Wave Symmetric Signals (Solved Problems),2017-07-12,67333,627,124,Jul
1924,Area of Continuous-Time Signals,2017-07-12,72538,651,34,Jul
1925,Effect of Amplitude Reversal on Fundamental Time Period,2017-07-10,59444,509,21,Jul
1926,Effect of Amplitude-Scaling on Fundamental Time Period,2017-07-07,59744,463,2,Jul
1927,Effect of Amplitude-Shifting on Fundamental Time Period,2017-07-07,65719,542,8,Jul
1928,Effect of Time-Reversal and Phase Shift on Fundamental Time Period,2017-07-06,75907,708,15,Jul
1929,Effect of Time-Shifting & Time-Scaling on Fundamental Time Period,2017-07-06,119314,946,18,Jul
1930,Periodic and Non-Periodic Signals (Important Point),2017-07-04,177117,1472,23,Jul
1931,Multiple Transformations of CTS (Solved Problem 2),2017-07-04,144145,1339,86,Jul
1932,Multiple Transformations of CTS (Important Point & Shortcut),2017-06-30,182897,1970,64,Jun
1933,Even and Odd Signals (Solved Problem 4),2017-06-28,136397,1180,73,Jun
1934,Even and Odd Signals (Solved Problem 3),2017-06-27,181519,1658,89,Jun
1935,Pumping Lemma (For Context Free Languages) - Examples (Part 1),2017-06-26,468615,4542,119,Jun
1936,Pumping Lemma (For Context Free Languages),2017-06-22,532495,4587,76,Jun
1937,Remainder Theorem (Special Problems) | Part 2,2017-06-20,3871,65,33,Jun
1938,Remainder Theorem (Special Problems) | Part 1,2017-06-19,3816,32,11,Jun
1939,Remainder Theorem (An Important Point),2017-06-19,3125,48,10,Jun
1940,CFG to GNF Conversion (Removal of Left Recursion),2017-06-18,573659,6038,247,Jun
1941,Remainder Theorem (Dealing with Large Powers),2017-06-18,27566,310,43,Jun
1942,Greibach Normal Form & CFG to GNF Conversion,2017-06-17,753311,6292,163,Jun
1943,NFA to Regular Expression Conversion,2017-06-17,745159,6692,150,Jun
1944,Remainder Theorem (Using Negative Remainders),2017-06-02,9237,103,18,Jun
1945,Remainder Theorem,2017-06-01,7310,78,16,Jun
1946,Cyclicity of Unit Digit (Part 4),2017-06-01,3829,45,16,Jun
1947,Generating Power Stations (Introduction),2017-05-30,19275,202,151,May
1948,Economic Load Dispatch (Solved Problem 4),2017-05-23,20360,169,18,May
1949,Economic Load Dispatch (Solved Problem 3),2017-05-21,22084,149,31,May
1950,Economic Load Dispatch (Solved Problem 2),2017-05-10,24271,179,15,May
1951,Economic Load Dispatch (Solved Problem 1),2017-05-10,45565,344,19,May
1952,Economic Load Dispatch,2017-05-09,71888,810,25,May
1953,Methods to improve Load Factor and Diversity Factor,2017-05-08,16646,155,18,May
1954,Importance of high Load factor & Diversity Factor,2017-04-27,32690,360,22,Apr
1955,Economic Factors (Solved Problem 4),2017-04-26,13812,118,9,Apr
1956,Economic Factors (Solved Problem 3),2017-04-25,12715,95,4,Apr
1957,Economic Factors (Solved Problem 2),2017-04-24,15054,122,14,Apr
1958,Messages from our students,2017-04-19,105632,342,66,Apr
1959,Conversion of CFG to Chomsky Normal Form,2017-04-06,891217,9394,284,Apr
1960,Chomsky Normal Form & CFG to CNF Conversion,2017-04-05,764402,6024,69,Apr
1961,Simplification of CFG (Removal of Null Productions),2017-04-04,551628,5685,96,Apr
1962,Simplification of CFG (Removal of Unit Productions),2017-04-03,579888,5349,91,Apr
1963,Simplification of CFG (Reduction of CFG),2017-03-31,817152,6905,180,Mar
1964,Ambiguous Grammar,2017-03-30,694263,6423,94,Mar
1965,Derivation Tree (Left & Right Derivation Trees),2017-03-29,805682,8442,148,Mar
1966,Method to find whether a string belong to a Grammar or not,2017-03-28,359457,3527,85,Mar
1967,Context Free Grammar & Context Free Language,2017-03-26,1102962,9918,182,Mar
1968,Derivations from a Grammar,2017-03-25,553410,5664,166,Mar
1969,Regular Grammar,2017-03-24,658072,7015,104,Mar
1970,Pumping Lemma (For Regular Languages) | Example 2,2017-03-23,572335,5352,223,Mar
1971,Pumping Lemma (For Regular Languages) | Example 1,2017-03-22,1014752,10139,339,Mar
1972,Pumping Lemma (For Regular Languages),2017-03-21,1075847,10145,171,Mar
1973,Equivalence of Two Finite Automata (Example),2017-03-20,244338,2307,48,Mar
1974,Equivalence of Two Finite Automata,2017-03-19,430786,4493,97,Mar
1975,Conversion of Regular Expression to Finite Automata - Examples (Part 3),2017-03-18,443140,4357,91,Mar
1976,Conversion of Regular Expression to Finite Automata - Examples (Part 2),2017-02-23,544122,4889,165,Feb
1977,Conversion of Regular Expression to Finite Automata - Examples (Part 1),2017-02-22,983381,8540,146,Feb
1978,Conversion of Regular Expression to Finite Automata,2017-02-21,479068,4600,45,Feb
1979,DFA to Regular Expression Conversion (when the DFA has Multiple Final States),2017-02-12,447871,3997,72,Feb
1980,DFA to Regular Expression Conversion,2017-02-11,892543,7216,113,Feb
1981,Designing Regular Expressions,2017-02-09,577777,4994,100,Feb
1982,An Example Proof using Identities of Regular Expressions,2017-02-08,421586,3392,88,Feb
1983,Arden’s Theorem,2017-02-07,603273,5463,97,Feb
1984,Economic Factors (Solved Problem 1),2017-02-06,31860,305,26,Feb
1985,Identities of Regular Expression,2017-02-06,542465,4400,95,Feb
1986,Regular Expression - Examples,2017-02-05,631863,5557,96,Feb
1987,Regular Expression,2017-02-04,797662,7368,66,Feb
1988,Conversion of Epsilon NFA to NFA - Examples (Part 2),2017-02-03,246647,2132,178,Feb
1989,Conversion of Epsilon NFA to NFA - Examples (Part 1),2017-02-02,364589,2940,51,Feb
1990,"Cold Reserve, Hot Reserve, Spinning Reserve & Firm Power",2017-02-02,30364,397,20,Feb
1991,Diversity Factor,2017-02-01,72862,533,22,Feb
1992,Conversion of Epsilon NFA to NFA,2017-02-01,838121,7978,137,Feb
1993,Demand Factor,2017-02-01,56089,399,24,Feb
1994,Reserve Capacity,2017-01-31,25084,212,11,Jan
1995,Epsilon NFA,2017-01-31,523814,4750,63,Jan
1996,Utilization Factor,2017-01-31,39298,255,7,Jan
1997,Plant Usage Factor (PUF),2017-01-30,29137,261,20,Jan
1998,Conversion of Mealy Machine to Moore Machine (Using Transition Table),2017-01-30,535586,5841,114,Jan
1999,Conversion of Mealy Machine to Moore Machine (Example 2),2017-01-29,172797,1526,17,Jan
2000,Plant Capacity Factor (PCF),2017-01-28,46154,355,13,Jan
2001,Average Load (Pavg),2017-01-27,37239,300,13,Jan
2002,Plant Load Factor (PLF),2017-01-27,55318,411,25,Jan
2003,Conversion of Mealy Machine to Moore Machine (Example 1),2017-01-27,226047,1958,41,Jan
2004,Conversion of Mealy Machine to Moore Machine,2017-01-26,458189,4623,102,Jan
2005,Base Load & Peak Load Plants,2017-01-26,65568,767,42,Jan
2006,Load Curve,2017-01-25,90244,942,30,Jan
2007,Conversion of Moore Machine to Mealy Machine (Example 2),2017-01-25,241435,2176,21,Jan
2008,Power Cut due to Short Circuit,2017-01-25,42481,531,68,Jan
2009,AC Power Supply System,2017-01-24,124559,1654,140,Jan
2010,Conversion of Moore Machine to Mealy Machine (Example 1),2017-01-24,229369,1798,15,Jan
2011,Introduction to Power System,2017-01-23,226961,1733,150,Jan
2012,Conversion of Moore Machine to Mealy Machine,2017-01-23,517791,4772,68,Jan
2013,Construction of Moore Machine (Example 2),2017-01-21,289787,2460,31,Jan
2014,Introduction to Enhancement-Type MOSFET Biasing,2017-01-21,85705,709,330,Jan
2015,Construction of Moore Machine (Example 1),2017-01-20,398406,3533,66,Jan
2016,Depletion-Type MOSFET Biasing (Solved Problem),2017-01-19,36628,235,29,Jan
2017,Voltage-Divider Bias Configuration of Depletion-Type MOSFET,2017-01-18,51348,310,24,Jan
2018,Construction of Moore Machine,2017-01-18,549482,4744,77,Jan
2019,Construction of Mealy Machine (Example 2),2017-01-17,350227,3642,70,Jan
2020,Depletion-Type MOSFET Biasing (Special Case),2017-01-17,29623,173,10,Jan
2021,Self-Bias Configuration of Depletion-Type MOSFET,2017-01-16,49074,297,47,Jan
2022,Construction of Mealy Machine (Example 1),2017-01-16,448450,3494,88,Jan
2023,Construction of Mealy Machine,2017-01-14,698057,5675,108,Jan
2024,Finite Automata With Outputs,2017-01-13,397081,4060,69,Jan
2025,Introduction to Depletion-Type MOSFET Biasing,2017-01-13,61508,402,11,Jan
2026,Myhill Nerode Theorem - Table Filling Method (Example),2017-01-11,407099,3977,94,Jan
2027,JFET Biasing (Special Case),2017-01-10,33687,266,20,Jan
2028,Myhill Nerode Theorem - Table Filling Method,2017-01-10,874205,9959,256,Jan
2029,Minimization of DFA (With Unreachable States),2017-01-09,319621,3297,78,Jan
2030,Common-Gate Configuration of JFET,2017-01-09,65803,479,19,Jan
2031,Minimization of DFA (With Multiple Final States),2017-01-08,417052,4104,83,Jan
2032,Minimization of DFA (Example 2),2017-01-06,664027,6284,226,Jan
2033,Voltage-Divider Bias Configuration of JFET,2017-01-06,122789,1058,47,Jan
2034,Self-Bias Configuration of JFET (Graphical Approach),2017-01-04,93716,820,60,Jan
2035,Minimization of DFA (Example 1),2017-01-04,1356013,14707,293,Jan
2036,Self-Bias Configuration of JFET (Mathematical Approach),2017-01-04,142054,1161,43,Jan
2037,Minimization of Deterministic Finite Automata (DFA),2017-01-03,597275,5741,79,Jan
2038,Conversion of NFA to DFA (Example 4),2017-01-02,500923,4882,154,Jan
2039,Fixed-Bias Configuration of JFET (Solved Problem),2017-01-01,66790,564,22,Jan
2040,Conversion of NFA to DFA (Example 3),2017-01-01,536091,4433,134,Jan
2041,Conversion of NFA to DFA (Example 2),2016-12-31,794426,7841,767,Dec
2042,Conversion of NFA to DFA (Example 1),2016-12-30,798093,7398,140,Dec
2043,Fixed-Bias Configuration of JFET (Graphical Approach),2016-12-30,85812,711,19,Dec
2044,MOSFET Solved Problems (Part 2),2016-12-29,86185,565,64,Dec
2045,Drain Characteristics of Enhancement-Type MOSFET,2016-12-29,315238,2153,70,Dec
2046,Conversion of NFA to DFA,2016-12-29,1251713,12117,276,Dec
2047,Fixed-Bias Configuration of JFET (Mathematical Approach),2016-12-29,146206,1220,45,Dec
2048,Non-Deterministic Finite Automata (Solved Example 3),2016-12-28,515708,5834,547,Dec
2049,Introduction to FET Biasing,2016-12-28,141616,1138,27,Dec
2050,Non-Deterministic Finite Automata (Solved Example 2),2016-12-27,532209,5229,84,Dec
2051,MOSFET Solved Problems (Part 1),2016-12-27,134695,937,36,Dec
2052,Non-Deterministic Finite Automata (Solved Example 1),2016-12-26,688081,6737,96,Dec
2053,Drain & Transfer Characteristics of Depletion-Type MOSFET,2016-12-26,165079,1516,68,Dec
2054,Working of Depletion-Type MOSFET,2016-12-25,308891,2557,105,Dec
2055,Formal Definition of Non-Deterministic Finite Automata (NFA),2016-12-25,657674,7339,174,Dec
2056,Construction of Depletion-Type MOSFET,2016-12-25,214414,1608,31,Dec
2057,Share your story with Neso Academy,2016-12-24,21955,57,20,Dec
2058,Non-Deterministic Finite Automata,2016-12-24,804873,9002,196,Dec
2059,Finite State Machine (Finite Automata),2016-12-23,1628579,18347,381,Dec
2060,Operations on Regular Languages,2016-12-23,605485,6344,124,Dec
2061,Transfer Characteristics & Symbols of Enhancement Type MOSFETs,2016-12-22,265975,2207,106,Dec
2062,Regular Languages,2016-12-22,786417,7964,136,Dec
2063,Deterministic Finite Automata (Example 4),2016-12-21,687032,7606,226,Dec
2064,Deterministic Finite Automata (Example 3),2016-12-20,875200,11999,558,Dec
2065,Deterministic Finite Automata (Example 2),2016-12-19,952588,10405,311,Dec
2066,Deterministic Finite Automata (Example 1),2016-12-18,1496941,17572,283,Dec
2067,Construction & Working of Enhancement-Type MOSFET (Part 2),2016-12-17,572798,4825,174,Dec
2068,Finite State Machine (Prerequisites),2016-12-16,1046498,11449,205,Dec
2069,Introduction to Theory of Computation,2016-12-15,2760759,18005,509,Dec
2070,IMPORTANT ANNOUNCEMENTS!,2016-12-14,4183,94,38,Dec
2071,Construction & Working of Enhancement-Type MOSFET (Part 1),2016-12-13,1104311,10053,302,Dec
2072,JFET Solved Problems (Part 2),2016-12-11,112459,1040,156,Dec
2073,JFET Solved Problems (Part 1),2016-12-05,152585,1237,33,Dec
2074,BJT Vs JFET,2016-12-03,214359,2461,188,Dec
2075,Transfer Characteristics of JFET,2016-12-02,255214,2440,84,Dec
2076,JFET as Voltage-Controlled Resistor,2016-11-30,164850,1549,59,Nov
2077,Output or Drain Characteristics of JFET,2016-11-28,377921,3760,284,Nov
2078,Working of JFET (Negative Voltage at the Gate),2016-11-25,316351,2801,81,Nov
2079,JFET as a Current Source,2016-11-24,197862,2008,67,Nov
2080,Pinch-off Voltage,2016-11-23,458592,4734,329,Nov
2081,Working of JFET (Zero Voltage at the Gate),2016-11-21,567999,5511,169,Nov
2082,Construction and Working of JFET,2016-11-20,1105996,11622,344,Nov
2083,How to test Diodes Using a Digital Multimeter,2016-11-18,300057,1343,45,Nov
2084,Introduction to Field-Effect Transistors (FETs),2016-11-18,685186,7317,197,Nov
2085,GATE Solved Problems (2011) | Sequential Circuits | Digital Electronics,2016-11-11,55620,560,25,Nov
2086,Hybrid-π Model (Solved Problem),2016-11-10,147685,1303,73,Nov
2087,Hybrid-π Model,2016-11-09,345780,3020,78,Nov
2088,Conversion of h-Parameters,2016-11-08,113012,841,59,Nov
2089,Approximate Hybrid Equivalent Model,2016-11-05,137757,904,39,Nov
2090,DC Analysis of Darlington Circuit,2016-11-04,102653,769,36,Nov
2091,Touch Sensor Using Darlington Pair,2016-11-03,61008,683,71,Nov
2092,Darlington Pair,2016-11-02,240693,2494,81,Nov
2093,Cascaded Systems (Solved Problem),2016-11-01,78921,547,66,Nov
2094,Cascaded Systems,2016-11-01,182006,1400,41,Nov
2095,Two-Port Systems Approach (Solved Problem),2016-10-28,26011,144,35,Oct
2096,Realizing Full Subtractor using NAND Gates only (Part 2),2016-10-26,191954,1351,33,Oct
2097,Realizing Full Subtractor using NAND Gates only (Part 1),2016-10-26,242226,1580,21,Oct
2098,Two-Port Systems Approach (with Source and Load Resistances),2016-10-22,25239,137,20,Oct
2099,Two-Port Systems Approach (with Source Resistance),2016-10-22,24027,136,6,Oct
2100,Two-Port Systems Approach (with Load Resistance),2016-10-21,35285,175,28,Oct
2101,Two-Port Systems Approach,2016-10-20,74800,416,19,Oct
2102,Emitter-Follower Configuration (Part 2),2016-10-18,112441,810,77,Oct
2103,Emitter-Follower Configuration (Part 1),2016-10-17,192946,1275,62,Oct
2104,re Model (Solved Problem 2),2016-10-15,107306,829,87,Oct
2105,re Model (Voltage-Divider Bias),2016-10-10,109663,785,51,Oct
2106,Our Website (nesoacademy.org),2016-10-04,27051,45,8,Oct
2107,Exponential Signals (Real and Complex),2016-09-03,104374,1295,123,Sep
2108,Sampling Property of Unit Impulse Signal,2016-08-31,77989,659,26,Aug
2109,Sinc Function,2016-08-28,146250,1195,51,Aug
2110,Unit Triangular Function,2016-08-27,77968,467,44,Aug
2111,Unit Rectangular Function,2016-08-27,111978,704,90,Aug
2112,Signum Function,2016-08-26,129100,1324,139,Aug
2113,Relation between Unit Impulse and Unit Step Signals,2016-08-25,97623,836,25,Aug
2114,Unit Parabolic Signal,2016-08-25,57285,454,68,Aug
2115,Unit Ramp Signal,2016-08-24,149660,1136,48,Aug
2116,Unit Step Signal,2016-08-24,189373,1735,73,Aug
2117,Unit Impulse Signal,2016-08-21,243810,2220,66,Aug
2118,Orthogonal Signals (Solved Problems 3),2016-08-21,46904,331,23,Aug
2119,Orthogonal Signals (Solved Problems 2),2016-08-19,46250,351,34,Aug
2120,Orthogonal Signals (Solved Problems 1),2016-08-19,67418,447,21,Aug
2121,Orthogonal Signals,2016-08-19,169560,1537,47,Aug
2122,Energy and Power of Discrete-Time Signals,2016-08-17,145521,1020,42,Aug
2123,Amplitude Shifting of Continuous-Time Signals,2016-08-17,198568,1340,17,Aug
2124,Amplitude Scaling of Continuous-Time Signals,2016-08-16,269347,1982,70,Aug
2125,Time Scaling of Continuous-Time Signals,2016-08-16,429896,3191,97,Aug
2126,Half-Wave Symmetric Signals,2016-08-08,105258,805,16,Aug
2127,Common-Emitter Transistor (Input Characteristics),2016-08-08,595696,4089,152,Aug
2128,Diode Rectifier Circuits (Numerical Problem),2016-08-07,224673,2225,76,Aug
2129,Conjugate Antisymmetric Signals,2016-08-05,81199,575,22,Aug
2130,Conjugate Symmetric Signals,2016-08-05,131415,978,28,Aug
2131,Periodic and Non-Periodic Signals (Solved Problems),2016-08-04,421139,3085,155,Aug
2132,Calculation of Fundamental Period,2016-08-03,282498,1805,35,Aug
2133,Periodic and Non-Periodic Signals,2016-08-03,407993,3315,96,Aug
2134,Even and Odd Signals (Solved Problem 2),2016-08-02,166749,1265,40,Aug
2135,Even and Odd Signals (Solved Problem 1),2016-08-01,218567,1626,38,Aug
2136,Properties of Even and Odd Signals,2016-07-29,200618,1783,77,Jul
2137,Even and Odd Components of a Signal,2016-07-29,202739,1461,17,Jul
2138,Even and Odd Signals,2016-07-28,342826,2776,67,Jul
2139,Multiple Transformations of CTS (Solved Problem 1),2016-07-28,163546,1185,48,Jul
2140,Multiple Transformations of Continuous-Time Signals,2016-07-27,213489,1559,39,Jul
2141,Reversal of Continuous-Time Signals,2016-07-27,211445,1758,37,Jul
2142,Time Shifting of Continuous-Time Signals,2016-07-26,303816,2569,87,Jul
2143,Continuous and Discrete Time Signals,2016-07-23,779553,6735,220,Jul
2144,Multiplication of Continuous-Time Signals,2016-07-19,325919,2206,52,Jul
2145,Addition of Continuous-Time Signals,2016-07-19,424002,3237,99,Jul
2146,Introduction to Signals and Systems,2016-07-18,1844600,11125,617,Jul
2147,re Model (Solved Problem 1),2016-07-15,124331,827,118,Jul
2148,re Model (Fixed-Bias Configuration) | Part 3,2016-07-14,84148,467,17,Jul
2149,re Model (Fixed-Bias Configuration) | Part 2,2016-07-14,107347,565,37,Jul
2150,re Transistor Model (Part 1),2016-07-14,346763,2251,109,Jul
2151,re Model (Fixed-Bias Configuration) | Part 1,2016-07-12,166921,1031,28,Jul
2152,re Transistor Model (Part 2),2016-07-12,190138,942,43,Jul
2153,Analysis of Transistor Amplifier Using h-Parameters (Part 3),2016-07-09,168156,1068,52,Jul
2154,Analysis of Transistor Amplifier Using h-Parameters (Part 2),2016-07-08,213910,1305,44,Jul
2155,Analysis of Transistor Amplifier Using h-Parameters (Part 1),2016-07-08,431219,3008,60,Jul
2156,Hybrid Model (Equivalent Circuit),2016-07-07,347081,2646,126,Jul
2157,Hybrid Model (Calculation of h-Parameters),2016-07-07,463880,3571,195,Jul
2158,AC Equivalent Circuit of BJT Amplifier,2016-07-04,381940,3056,87,Jul
2159,Small Signal Analysis of BJT,2016-07-02,634855,5027,125,Jul
2160,Transistor Saturation,2016-07-02,228966,1613,67,Jul
2161,Stability Factor for Voltage Divider Bias,2016-07-01,118753,927,17,Jul
2162,Stability Factor for Collector Feedback Biasing,2016-06-30,104354,623,15,Jun
2163,Stability Factor for Emitter-Bias Configuration,2016-06-24,144508,935,35,Jun
2164,Stability Factor for Fixed-Bias Configuration,2016-06-23,199487,1493,69,Jun
2165,Bias Stabilization and Stability Factors,2016-06-22,262977,2240,150,Jun
2166,Thermal Runaway in Transistors,2016-06-21,203854,2042,38,Jun
2167,Voltage Divider Bias (Solved Problem),2016-06-20,265627,2404,107,Jun
2168,Voltage Divider Bias,2016-06-19,599658,5934,214,Jun
2169,Collector Feedback Bias with Emitter Resistance,2016-06-18,160421,1173,34,Jun
2170,Collector Feedback Biasing (Solved Problem),2016-06-18,143842,1058,46,Jun
2171,Collector Feedback Biasing,2016-06-17,312353,2561,140,Jun
2172,Emitter-Bias Configuration (Solved Problem),2016-06-17,269308,2372,61,Jun
2173,Emitter-Bias Configuration,2016-06-16,413348,3490,108,Jun
2174,Fixed-Bias Configuration (Solved Problem),2016-06-16,216431,1683,44,Jun
2175,Fixed-Bias Configuration of a Transistor,2016-06-15,583129,5571,218,Jun
2176,"DC Biasing, Load Line & Operating Point of Transistors",2016-06-14,889795,8607,254,Jun
2177,"Relation between α , β and γ",2016-06-11,356422,2739,47,Jun
2178,Common-Collector Configuration of a Transistor,2016-06-11,444489,2821,139,Jun
2179,Common-Emitter Transistor (Output Characteristics),2016-06-10,451007,3339,117,Jun
2180,Common-Emitter Configuration of a Transistor,2016-06-08,876395,7043,269,Jun
2181,Transistor Amplifying Action,2016-06-07,350247,2637,201,Jun
2182,CB Transistor (Output Characteristics),2016-06-07,508370,3910,243,Jun
2183,CB Transistor (Input Characteristics & Early Effect),2016-06-06,775774,6202,234,Jun
2184,Common-Base Configuration of a Transistor,2016-06-03,1160355,10190,331,Jun
2185,Working of Transistors,2016-06-02,1153179,10175,295,Jun
2186,Introduction to Bipolar Junction Transistors (BJT),2016-06-01,802541,8016,205,Jun
2187,Clampers (Solved Problem),2016-05-31,247223,2202,93,May
2188,Biased Clamper Circuit,2016-05-31,236747,1773,73,May
2189,Positive & Negative Clamper Circuits,2016-05-31,315065,2139,80,May
2190,Introduction to Clampers,2016-05-30,560776,5109,156,May
2191,Transfer Characteristics of Clipper Circuit,2016-05-28,130396,1129,33,May
2192,Combination Clipper Circuits,2016-05-27,191888,1781,59,May
2193,Zener Diode Clipping Circuits,2016-05-27,178995,1223,47,May
2194,Unbiased Parallel Clippers,2016-05-26,238743,1578,55,May
2195,Biased Parallel Clippers,2016-05-26,313329,2263,147,May
2196,Biased Series Clippers,2016-05-25,454095,3724,196,May
2197,Unbiased Series Clippers,2016-05-25,372087,3106,108,May
2198,Introduction to Clippers,2016-05-24,641840,6020,92,May
2199,Full Wave Rectifier (Efficiency & PIV),2016-05-23,247074,2067,61,May
2200,Full Wave Rectifier (Form Factor & Ripple Factor),2016-05-22,173169,1324,24,May
2201,Full Wave Rectifier (RMS Load Current & RMS Load Voltage),2016-05-21,162141,1262,17,May
2202,Full Wave Rectifier (DC Load Current & DC Load Voltage),2016-05-20,192579,1587,62,May
2203,Full Wave Center-Tapped Rectifier,2016-05-20,342666,3582,114,May
2204,Full Wave Bridge Rectifier,2016-05-19,425084,4210,106,May
2205,Half Wave Rectifier (Efficiency & PIV),2016-05-18,253378,2122,79,May
2206,GATE Solved Problems (2002) | Combinational Circuits | Digital Electronics,2016-05-17,11592,80,14,May
2207,Half Wave Rectifier (Ripple Factor),2016-05-17,298401,2428,154,May
2208,Half Wave Rectifier (Form Factor),2016-05-17,205123,1544,38,May
2209,Half Wave Rectifier (RMS Load Current & RMS Load Voltage),2016-05-17,315913,2350,56,May
2210,Half Wave Rectifier,2016-05-16,572370,4818,132,May
2211,Introduction to Diode Rectifier Circuits,2016-05-16,314457,3234,34,May
2212,Voltage Multiplier Circuits (Voltage Tripler & Quadrupler),2016-05-15,135521,1651,107,May
2213,Voltage Multiplier Circuits (Full Wave Voltage Doubler),2016-05-14,104599,898,44,May
2214,GATE Solved Problems (2001) | Combinational Circuits | Digital Electronics,2016-05-14,10087,76,3,May
2215,GATE Solved Problems (2000) | Combinational Circuits | Digital Electronics,2016-05-14,8879,42,2,May
2216,Voltage Multiplier Circuits (Half Wave Voltage Doubler),2016-05-13,146050,1248,72,May
2217,GATE Solved Problems (1997-1999) | Combinational Circuits | Digital Electronics,2016-05-13,7930,47,4,May
2218,2-Bit Multiplier Using Half Adders,2016-05-13,446818,3864,118,May
2219,GATE Solved Problems (1992-1993) | Combinational Circuits | Digital Electronics,2016-05-11,15822,112,9,May
2220,GATE Solved Problems (1994) | Combinational Circuits | Digital Electronics,2016-05-11,10326,63,13,May
2221,GATE Solved Problems (2016) | Karnaugh Map | Digital Electronics,2016-05-11,8851,52,0,May
2222,GATE Solved Problems (2014) | Karnaugh Map | Digital Electronics,2016-05-11,8695,56,5,May
2223,GATE Solved Problems (2006-2012) | Karnaugh Map | Digital Electronics,2016-05-10,6904,39,2,May
2224,GATE Solved Problems (2001) | Karnaugh Map | Digital Electronics,2016-05-10,6027,36,3,May
2225,GATE Solved Problems (2000) | Karnaugh Map | Digital Electronics,2016-05-09,6273,44,2,May
2226,GATE Solved Problems (1999) | Karnaugh Map | Digital Electronics,2016-05-08,9177,60,1,May
2227,Parallel and Series-Parallel Configuration of Diodes (Examples),2016-05-07,233219,2037,123,May
2228,Parallel Diode Configurations,2016-05-07,212211,1597,73,May
2229,Series Diode Configuration (Examples),2016-05-07,279822,2686,118,May
2230,Series Diode Configurations,2016-05-06,226918,1828,223,May
2231,Zener Diode Numerical Problems (Part 2),2016-05-06,124642,1044,86,May
2232,Zener Diode Numerical Problems (Part 1),2016-05-05,232728,1924,28,May
2233,Zener Diode as Voltage Regulator (Part 4),2016-05-05,164179,1206,32,May
2234,Zener Diode as Voltage Regulator (Part 3),2016-05-05,182104,1306,18,May
2235,Zener Diode as Voltage Regulator (Part 2),2016-05-04,273032,2289,79,May
2236,Zener Diode as Voltage Regulator (Part 1),2016-05-04,566618,4789,247,May
2237,GATE Solved Problems (1991-1998) | Karnaugh Map | Digital Electronics,2016-05-03,14297,105,21,May
2238,Effects of Temperature on Zener Voltage,2016-05-02,147862,1184,25,May
2239,Introduction to Zener Diodes,2016-05-02,599289,6393,145,May
2240,Average AC Resistance of a Diode,2016-05-02,120725,1008,29,May
2241,GATE Solved Problems (2014-2015) | Boolean Algebra | Digital Electronics,2016-04-28,14806,110,32,Apr
2242,GATE Solved Problems (2009-2013) | Boolean Algebra | Digital Electronics,2016-04-27,8090,45,7,Apr
2243,GATE Solved Problems (2005-2007) | Boolean Algebra | Digital Electronics,2016-04-26,7629,37,0,Apr
2244,GATE Solved Problems (2004) | Boolean Algebra | Digital Electronics,2016-04-26,8089,40,6,Apr
2245,GATE Solved Problems (1999-2003) | Boolean Algebra | Digital Electronics,2016-04-26,11520,102,12,Apr
2246,GATE Solved Problems (1997-1998) | Boolean Algebra | Digital Electronics,2016-04-24,8402,40,5,Apr
2247,GATE Solved Problems (1992-1993) | Boolean Algebra | Digital Electronics,2016-04-23,10858,64,12,Apr
2248,GATE Solved Problems (2015-2016) | Logic Gates | Digital Electronics,2016-04-21,38327,242,24,Apr
2249,GATE Solved Problems (2015) | Logic Gates | Digital Electronics,2016-04-20,40170,536,27,Apr
2250,GATE Solved Problems (2014) | Logic Gates | Digital Electronics,2016-04-19,60472,327,11,Apr
2251,GATE Solved Problems (2011) | Logic Gates | Digital Electronics,2016-04-19,14228,67,12,Apr
2252,GATE Solved Problems (2010) | Logic Gates | Digital Electronics,2016-04-18,14745,79,19,Apr
2253,GATE Solved Problems (2002-2008) | Logic Gates | Digital Electronics,2016-04-18,13064,72,2,Apr
2254,GATE Solved Problems (2000-2001) | Logic Gates | Digital Electronics,2016-04-15,14229,106,6,Apr
2255,GATE Solved Problems (1997-2000) | Logic Gates | Digital Electronics,2016-04-14,13750,82,3,Apr
2256,GATE Solved Problems (1995) | Logic Gates | Digital Electronics,2016-04-14,14872,87,29,Apr
2257,AC or Dynamic Resistance of a Diode,2016-04-13,215682,2103,71,Apr
2258,DC or Static Resistance of a Diode,2016-04-13,236488,2035,30,Apr
2259,Brain Teaser's #11 |  Railroad Shunting,2016-04-12,4121,22,12,Apr
2260,GATE Solved Problems (2008-2014) | Number Systems | Digital Electronics,2016-04-12,22937,101,41,Apr
2261,Load Line Analysis (Numerical Problem),2016-04-11,233185,1780,77,Apr
2262,GATE Solved Problems (1993) | Logic Gates | Digital Electronics,2016-04-11,18689,96,35,Apr
2263,Load Line Analysis of Diode,2016-04-11,424181,3779,119,Apr
2264,GATE Solved Problems (2006-2007) | Number Systems | Digital Electronics,2016-04-09,22604,87,13,Apr
2265,Diode Equivalent Circuits,2016-04-09,333292,3352,71,Apr
2266,Ideal Vs Practical Diode,2016-04-08,265156,2651,51,Apr
2267,GATE Solved Problems (1988) | Logic Gates | Digital Electronics,2016-04-08,21790,118,46,Apr
